time	0+	0.1+	0.2+	0.3+	0.4+	0.5+	0.6+	0.7+	0.8+	0.9+
00:00	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:05	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:10	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:15	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:20	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:25	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:30	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:35	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:40	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:45	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:50	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
00:55	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:00	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:05	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:10	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:15	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:20	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:25	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:30	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:35	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:40	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
01:45	12.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
